Aasta,ICD10,Organ,Paikmed,Sugu,Vanusrühmad kokku,Vanus0-4,Vanus5-9,Vanus10-14,Vanus15-19,Vanus20-24,Vanus25-29,Vanus30-34,Vanus35-39,Vanus40-44,Vanus45-49,Vanus50-54,Vanus55-59,Vanus60-64,Vanus65-69,Vanus70-74,Vanus75-79,Vanus80-84,Vanus85pluss
2008,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
2009,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
2000,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2001,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2002,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2003,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0
2005,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2007,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2008,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2009,C66,..Kusejuha (C66),Kuseelundid (C64–C68),Naised,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2
2000,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,150,0,0,0,0,0,1,0,1,4,2,3,15,20,33,31,22,10,8
2001,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,139,0,0,0,0,0,0,1,1,3,4,2,11,17,26,34,19,11,10
2002,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,167,0,0,0,0,0,1,0,4,3,5,8,10,14,24,44,21,21,12
2003,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,160,0,0,0,0,0,0,0,0,1,1,10,12,27,27,37,34,4,7
2004,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,165,0,0,0,1,0,0,0,1,2,3,9,12,24,28,31,29,20,5
2005,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,157,0,0,0,0,0,0,0,0,0,0,9,10,21,24,35,34,14,10
2006,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,160,0,0,0,0,0,1,0,2,0,3,9,15,23,28,30,23,14,12
2007,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,151,0,0,0,0,0,0,1,1,1,5,9,12,16,31,23,31,15,6
2008,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,166,0,0,0,0,0,0,0,0,4,2,6,21,18,29,39,22,21,4
2009,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Mehed,151,0,0,0,0,0,0,1,1,5,4,4,16,17,23,13,38,21,8
2000,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,57,0,0,0,0,0,0,0,0,2,0,1,4,3,7,15,10,6,9
2001,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,55,0,0,0,0,0,0,0,0,1,1,0,2,7,5,12,11,8,8
2002,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,51,0,0,0,0,0,0,0,0,1,0,0,1,4,7,12,12,4,10
2003,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,54,0,0,0,0,0,1,0,0,0,0,2,5,5,7,7,12,9,6
2004,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,64,0,0,0,0,0,1,1,1,0,1,3,2,4,5,9,12,15,10
2005,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,44,0,0,0,0,0,0,0,0,0,1,4,2,3,7,6,9,9,3
2006,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,63,0,0,0,0,0,0,1,0,0,1,2,4,5,11,9,9,9,12
2007,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,59,0,0,0,0,0,0,0,0,1,1,1,3,3,9,10,7,9,15
2008,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,57,0,0,0,0,0,0,0,1,0,1,1,5,5,14,10,9,5,6
2009,C67,..Kusepõis (C67),Kuseelundid (C64–C68),Naised,60,0,0,0,0,0,0,0,0,1,1,3,4,5,7,10,14,8,7
2000,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2001,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2006,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2009,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2000,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2002,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2003,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2004,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2006,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2007,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2008,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2009,C68,..Kuseelundid (muu) (C68),Kuseelundid (C64–C68),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2000,C69,Silm (C69),Silm (C69),Mehed,9,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,1,0
2001,C69,Silm (C69),Silm (C69),Mehed,8,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,0,0
2002,C69,Silm (C69),Silm (C69),Mehed,10,0,0,0,0,0,0,1,0,1,0,0,1,2,0,2,1,2,0
2003,C69,Silm (C69),Silm (C69),Mehed,7,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
2004,C69,Silm (C69),Silm (C69),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2005,C69,Silm (C69),Silm (C69),Mehed,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
2006,C69,Silm (C69),Silm (C69),Mehed,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
2007,C69,Silm (C69),Silm (C69),Mehed,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2008,C69,Silm (C69),Silm (C69),Mehed,6,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0
2009,C69,Silm (C69),Silm (C69),Mehed,5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0
2000,C69,Silm (C69),Silm (C69),Naised,6,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,0
2001,C69,Silm (C69),Silm (C69),Naised,8,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,0,0
2002,C69,Silm (C69),Silm (C69),Naised,6,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1
2003,C69,Silm (C69),Silm (C69),Naised,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1
2004,C69,Silm (C69),Silm (C69),Naised,8,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,2,1,0
2005,C69,Silm (C69),Silm (C69),Naised,6,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
2006,C69,Silm (C69),Silm (C69),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,C69,Silm (C69),Silm (C69),Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2008,C69,Silm (C69),Silm (C69),Naised,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1
2009,C69,Silm (C69),Silm (C69),Naised,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0
2000,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2008,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2000,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2001,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2002,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
2003,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2008,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,C70,..Ajukelmed (C70),Peaaju ja kesknärvisüsteem (C70–C72),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,34,0,2,0,0,1,1,0,2,5,2,6,4,5,4,2,0,0,0
2001,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,48,1,1,2,2,1,3,3,1,2,5,7,2,5,9,2,2,0,0
2002,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,44,2,0,3,1,2,0,1,2,2,4,2,3,5,4,7,1,4,1
2003,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,48,1,1,0,4,2,2,2,2,5,4,3,5,4,6,3,4,0,0
2004,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,44,1,0,1,1,0,2,2,1,0,3,7,6,6,6,5,2,1,0
2005,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,29,0,1,0,1,0,0,0,2,2,3,4,5,2,3,3,2,0,1
2006,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,53,4,0,1,1,0,2,3,2,7,0,5,5,6,9,6,2,0,0
2007,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,57,0,1,1,1,1,3,3,4,0,4,6,6,7,5,9,3,3,0
2008,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,47,2,1,0,1,1,0,0,3,4,5,3,7,2,7,5,4,1,1
2009,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,34,0,0,1,0,0,0,1,1,1,2,4,4,4,3,8,4,0,1
2000,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,37,1,0,2,0,2,1,1,2,2,1,2,8,6,4,3,1,1,0
2001,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,45,0,1,1,0,1,1,1,3,1,4,9,4,3,7,4,4,1,0
2002,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,33,0,0,0,1,0,1,0,0,2,1,2,5,8,5,4,2,2,0
2003,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,39,2,1,0,1,4,0,2,1,2,3,2,3,3,8,4,0,2,1
2004,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,35,0,0,1,1,1,0,0,2,1,0,2,5,7,4,5,1,5,0
2005,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,43,2,0,2,1,1,0,0,0,1,8,2,3,5,5,4,6,2,1
2006,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,52,2,0,0,0,3,2,0,0,3,6,3,5,8,2,11,5,1,1
2007,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,41,0,1,0,1,1,0,1,1,2,2,3,7,6,2,6,5,2,1
2008,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,57,1,1,1,2,1,3,0,1,0,3,1,2,2,10,9,14,3,3
2009,C71,..Peaaju (C71),Peaaju ja kesknärvisüsteem (C70–C72),Naised,45,1,0,0,0,0,1,1,3,1,6,3,5,5,5,4,3,6,1
2000,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2002,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2004,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2005,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2006,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2007,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2009,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Mehed,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2000,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2001,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
2002,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
2003,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2004,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2005,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,4,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0
2006,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2007,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2009,C72,..Kesknärvisüsteem (muu) (C72),Peaaju ja kesknärvisüsteem (C70–C72),Naised,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2000,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,10,0,0,0,0,0,1,0,1,0,0,2,0,2,3,0,1,0,0
2001,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,6,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1
2002,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,13,0,0,0,0,0,0,0,1,3,0,0,2,2,3,2,0,0,0
2003,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0
2004,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,14,0,0,0,0,0,0,0,0,0,2,2,1,2,3,3,1,0,0
2005,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,14,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,3,3,0
2006,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,18,0,0,1,0,2,0,1,1,1,1,2,2,2,3,0,1,1,0
2007,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,14,0,0,1,1,0,0,1,0,1,1,1,2,1,2,2,1,0,0
2008,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,20,0,0,0,0,0,1,0,0,1,1,4,5,1,3,3,1,0,0
2009,C73,Kilpnääre (C73),Kilpnääre (C73),Mehed,25,0,1,0,2,0,1,2,1,1,1,2,4,0,7,1,2,0,0
2000,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,63,0,0,0,2,0,3,3,3,2,6,6,8,10,7,5,5,1,2
2001,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,55,0,0,1,0,1,3,0,3,6,7,3,8,4,10,4,3,1,1
2002,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,47,0,0,1,0,1,1,2,0,1,3,7,4,6,10,2,7,1,1
2003,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,71,0,0,0,0,1,2,1,3,6,7,13,2,9,8,7,4,4,4
2004,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,62,0,0,1,1,2,3,1,2,8,5,4,5,6,7,5,6,5,1
2005,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,54,0,0,0,0,0,2,2,3,1,6,6,5,3,9,7,4,5,1
2006,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,59,0,0,0,0,1,1,1,3,6,6,10,1,6,5,7,4,7,1
2007,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,75,0,0,0,0,4,2,3,4,5,7,11,8,2,12,6,6,4,1
2008,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,71,0,0,0,0,0,3,1,0,1,7,14,13,5,11,3,6,4,3
2009,C73,Kilpnääre (C73),Kilpnääre (C73),Naised,55,0,0,0,0,2,3,2,2,4,7,4,4,6,5,8,3,3,2
2000,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2001,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,5,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
2002,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,8,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,0,0
2004,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2005,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,7,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
2006,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2007,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
2008,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2009,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Mehed,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2000,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,6,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0
2001,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2002,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2003,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
2004,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,5,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0
2005,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1
2006,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,7,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0
2007,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2008,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2009,C74–C75,Sisesekretsiooninäärmed (muu) (C74–C75),Sisesekretsiooninäärmed (muu) (C74–C75),Naised,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0
